date,quint,total_population,pct_improving,pct_declining,pct_stable,quintile_label
2025-01-01,2,55334821.229003906,47.6540074158407,0.8973129726795235,51.448679611479776,2
2025-01-01,3,55655365.09814453,57.664588629307765,1.4913833003108867,40.84402807038134,3
2025-01-01,4,54917891.84790039,54.9141394483058,0.9545847885945709,44.13127576309963,4
2025-01-01,5,55289198.654541016,58.25395641342245,0.5944500992728142,41.15159348730474,Richest
2025-01-01,NA,276463722.2573242,54.67860779540078,1.2387690238886493,44.08262318071057,Total
2025-02-01,1,56027435.072509766,65.63210611339714,0.8952720225773594,33.4726218640255,Poorest
2025-02-01,2,55229265.713134766,55.2755393751484,1.3197089851185715,43.40475163973303,2
2025-02-01,3,54850319.048339844,56.22573079357959,1.3895047989748301,42.384764407445594,3
2025-02-01,4,55465865.59472656,46.538297155936036,1.8949718353443132,51.56673100871964,4
2025-02-01,5,55076693.32324219,46.77792351004697,0.11246632765598578,53.10961016229705,Richest
2025-02-01,NA,276675473.69140625,54.112803607231385,1.1224762978888776,44.764720094879735,Total
2025-03-01,1,55308812.384765625,60.77695654942817,2.388328337034311,36.83471511353752,Poorest
2025-03-01,2,55091138.83203125,50.107708063203646,0.23067145451005464,49.6616204822863,2
2025-03-01,3,55148634.079589844,54.41942046424262,0.40688840654449965,45.173691129212884,3
2025-03-01,4,55137978.29296875,47.51665802948884,0.23140364048997164,52.25193833002118,4
2025-03-01,5,55270493.03222656,56.478435664454366,0.06608165450723255,43.4554826810384,Richest
2025-03-01,NA,275987049.5336914,53.8601799017135,0.6654456856455876,45.47437441264091,Total
2025-04-01,1,55460129.83203125,62.398251891094226,1.737865011000371,35.86388309790541,Poorest
2025-04-01,2,55130076.46923828,54.64816836345804,2.1267608834560856,43.22507075308587,2
2025-04-01,3,57190036.74169922,53.833599222636096,0.9633406967822324,45.20306008058167,3
2025-04-01,4,53704243.052734375,52.01634471587073,0.52394568922599,47.45970959490327,4
2025-04-01,5,55086963.157714844,54.11268261298818,0,45.88731738701181,Richest
2025-04-01,NA,276571449.25341797,55.41613273390662,1.073365694698691,43.51050157139469,Total
2025-05-01,1,55274143.48730469,54.70933498985418,0.3958724984363751,44.89479251170945,Poorest
2025-05-01,2,55558129.84667969,60.21557287536194,0.845196173441866,38.93923095119619,2
2025-05-01,3,56692060.748046875,54.77983368233286,0.9425559204397228,44.27761039722742,3
2025-05-01,4,53746051.638671875,55.58530858255827,0,44.41469141744174,4
2025-05-01,5,55249295.52685547,54.50439841912089,1.2619620467126031,44.2336395341665,Richest
2025-05-01,NA,276519681.2475586,55.959410625677805,0.6943338815071962,43.346255492815,Total
2025-06-01,1,54888382.04003906,60.50544354110049,1.8878420221065648,37.60671443679295,Poorest
2025-06-01,2,55293472.55371094,54.23239541289948,0.37597077425922665,45.3916338128413,2
2025-06-01,3,55523069.810058594,51.64197877011777,0,48.35802122988223,3
2025-06-01,4,55318253.73144531,52.26842931621677,0.5088508358396809,47.22271984794355,4
2025-06-01,5,55115008.47949219,49.81606038841988,0.29344708493035443,49.89049252664977,Richest
2025-06-01,NA,276138186.6147461,53.68353999773653,0.6110397265923482,45.70542027567112,Total
2025-07-01,1,56098828.18310547,62.913915691939835,0.43888207846585126,36.64720222959431,Poorest
2025-07-01,2,56163733.32421875,51.60426437889518,0.8801942323750013,47.515541388729815,2
2025-07-01,3,54096919.953125,49.522688290169775,0.3042257378957172,50.173085971934505,3
2025-07-01,4,55303707.716796875,62.54822971665804,0.20693579633900613,37.244834487002954,4
2025-07-01,5,54993227.720214844,46.07772219204518,0.9181655558915197,53.00411225206331,Richest
2025-07-01,NA,276656416.89746094,54.57969074825311,0.5510468394345208,44.869262412312374,Total
2025-08-01,1,54762204.82519531,61.632515041556644,0,38.36748495844335,Poorest
2025-08-01,2,55149315.643066406,55.622860507770376,2.3053665776265073,42.071772914603116,2
2025-08-01,3,56349340.40332031,56.926812392658086,0.058828654171427894,43.014358953170486,3
2025-08-01,4,54030294.234375,49.694271272810724,0.14762479180476862,50.1581039353845,4
2025-08-01,5,55038121.107421875,49.84551057442081,0.09824182228071847,50.05624760329847,Richest
2025-08-01,NA,275329276.2133789,54.76672508993842,0.5224202930762857,44.710854616985294,Total
2025-09-01,1,55676708.142578125,65.79199484174559,0.3885789725835108,33.81942618567089,Poorest
2025-09-01,2,55210673.28222656,50.42734876137423,2.219157241633015,47.35349399699275,2
2025-09-01,3,55098690.743652344,45.216688312476286,0,54.783311687523714,3
2025-09-01,4,55971058.161621094,52.06760728322688,0.5471234268970012,47.38526928987613,4
2025-09-01,5,54662043.15283203,53.04963341685812,0.37235693089795296,46.57800965224393,Richest
2025-09-01,NA,276619173.48291016,53.3320598806136,0.7054204840289408,45.96251963535746,Total
2025-10-01,1,56109659.62988281,60.926199573394356,0.3427554041382476,38.7310450224674,Poorest
2025-10-01,2,54937000.396484375,57.71979110137245,1.3611163953886019,40.91909250323894,2
2025-10-01,3,55258464.396484375,56.243505678243544,3.1780547312842597,40.5784395904722,3
2025-10-01,4,56135001.19628906,55.81694076682202,0.504617652023362,43.678441581154615,4
2025-10-01,5,54085315.557128906,49.934927812770994,0.32549936625412823,49.73957282097488,Richest
2025-10-01,NA,276525441.17626953,56.166479879787026,1.1411370047167824,42.6923831154962,Total
