region,worried,unhealthy,low_diversity,skip_meal,eat_less,ran_out,went_hungry,whole_day,date
Java,27.527489893827045,12.874141793276795,20.823802895295202,6.212664586909991,12.839661084257012,8.939049139377111,3.2460141787616714,1.963451034546047,2025-10-01
Kalimantan,46.6475162192791,8.872640933893768,11.217046395756258,10.70092730458995,2.3126539188611606,3.169566157983778,2.5361527297040736,0.8856672542877555,2025-10-01
Maluku,25.757742537039224,32.801088707510914,35.11007229478228,26.193131899848343,26.193131899848343,13.862653815727674,11.597655880114688,11.597655880114688,2025-10-01
Nusa Tenggara,36.39538496698684,30.027964412805424,33.08325697675226,19.399184295658255,12.939538515552243,20.91844582556643,12.91915605060748,6.677358896387019,2025-10-01
Papua,17.615529401781803,4.442381834810413,5.565007892537065,2.5183512201423404,2.5183512201423404,1.7858037442780754,1.7858037442780754,1.7858037442780754,2025-10-01
Sulawesi,14.263556068281813,6.209490892569719,10.368559103437361,3.4276775768836254,6.543751528330663,0.6058648177276,1.42628010232546,1.027804912282247,2025-10-01
Sumatra,23.968615573741126,17.152149752363005,17.178155570223094,7.709516814567846,8.822202032165977,9.30970380726163,4.135339960988977,3.3113891652427228,2025-10-01
Indonesia,27.33167542366567,14.188582848861895,19.342638212840324,7.567898130379801,10.867255798201752,8.721166340765535,3.91205233059737,2.510978539550582,2025-10-01
